    Radial       Axial        Radial       K            Turbulent
    position     velocity     velocity                  viscosity
    3.480E-01   -2.102E-03   -1.102E-02    4.587E-03    5.446E-04
    3.490E-01   -1.807E-03   -1.081E-02    4.583E-03    5.507E-04
    3.500E-01   -1.614E-03   -1.061E-02    4.578E-03    5.567E-04
    3.510E-01   -1.323E-03   -1.041E-02    4.570E-03    5.608E-04
    3.520E-01   -1.132E-03   -1.021E-02    4.562E-03    5.649E-04
    3.530E-01   -8.341E-04   -1.001E-02    4.551E-03    5.688E-04
    3.540E-01   -3.349E-04   -9.814E-03    4.543E-03    5.728E-04
    3.550E-01    4.470E-05   -9.619E-03    4.536E-03    5.767E-04
    3.560E-01    1.212E-04   -9.425E-03    4.529E-03    5.806E-04
    3.570E-01    1.985E-04   -9.232E-03    4.526E-03    5.847E-04
    3.580E-01    2.764E-04   -9.041E-03    4.524E-03    5.888E-04
    3.590E-01    3.550E-04   -8.851E-03    4.522E-03    5.929E-04
    3.600E-01    4.343E-04   -8.662E-03    4.518E-03    5.967E-04
    3.610E-01    5.144E-04   -8.475E-03    4.515E-03    6.006E-04
    3.620E-01    5.951E-04   -8.289E-03    4.512E-03    6.044E-04
    3.630E-01    6.765E-04   -8.105E-03    4.509E-03    6.082E-04
    3.640E-01    7.586E-04   -7.922E-03    4.506E-03    6.118E-04
    3.650E-01    8.415E-04   -7.741E-03    4.502E-03    6.154E-04
    3.660E-01    9.250E-04   -7.561E-03    4.500E-03    6.190E-04
    3.670E-01    1.009E-03   -7.382E-03    4.496E-03    6.225E-04
    3.680E-01    1.094E-03   -7.205E-03    4.494E-03    6.260E-04
    3.690E-01    1.180E-03   -7.029E-03    4.491E-03    6.294E-04
    3.700E-01    1.266E-03   -6.854E-03    4.488E-03    6.328E-04
    3.710E-01    1.353E-03   -6.681E-03    4.485E-03    6.360E-04
    3.720E-01    1.441E-03   -6.510E-03    4.482E-03    6.393E-04
    3.730E-01    1.529E-03   -6.339E-03    4.480E-03    6.425E-04
    3.740E-01    1.618E-03   -6.170E-03    4.477E-03    6.456E-04
    3.750E-01    1.708E-03   -6.003E-03    4.474E-03    6.486E-04
    3.760E-01    1.799E-03   -5.837E-03    4.472E-03    6.517E-04
    3.770E-01    1.890E-03   -5.672E-03    4.470E-03    6.547E-04
    3.780E-01    1.982E-03   -5.509E-03    4.467E-03    6.576E-04
    3.790E-01    2.075E-03   -5.347E-03    4.465E-03    6.605E-04
    3.800E-01    2.168E-03   -5.187E-03    4.463E-03    6.633E-04
    3.810E-01    2.262E-03   -5.028E-03    4.461E-03    6.661E-04
    3.820E-01    2.357E-03   -4.870E-03    4.459E-03    6.688E-04
    3.830E-01    2.452E-03   -4.714E-03    4.457E-03    6.715E-04
    3.840E-01    2.548E-03   -4.559E-03    4.455E-03    6.741E-04
    3.850E-01    2.645E-03   -4.405E-03    4.453E-03    6.767E-04
    3.860E-01    2.743E-03   -4.253E-03    4.451E-03    6.792E-04
    3.870E-01    2.841E-03   -4.103E-03    4.449E-03    6.816E-04
    3.880E-01    2.940E-03   -3.953E-03    4.447E-03    6.840E-04
    3.890E-01    3.039E-03   -3.806E-03    4.446E-03    6.864E-04
    3.900E-01    3.140E-03   -3.659E-03    4.444E-03    6.886E-04
    3.910E-01    3.241E-03   -3.514E-03    4.443E-03    6.910E-04
    3.920E-01    3.342E-03   -3.370E-03    4.441E-03    6.931E-04
    3.930E-01    3.445E-03   -3.228E-03    4.440E-03    6.953E-04
    3.940E-01    3.548E-03   -3.087E-03    4.439E-03    6.974E-04
    3.950E-01    3.652E-03   -2.948E-03    4.437E-03    6.993E-04
    3.960E-01    3.756E-03   -2.810E-03    4.436E-03    7.014E-04
    3.970E-01    3.861E-03   -2.673E-03    4.435E-03    7.033E-04
    3.980E-01    3.967E-03   -2.538E-03    4.433E-03    7.052E-04
    3.990E-01    4.074E-03   -2.404E-03    4.432E-03    7.070E-04
    4.000E-01    4.181E-03   -2.272E-03    4.431E-03    7.088E-04
    4.010E-01    4.289E-03   -2.141E-03    4.430E-03    7.120E-04
    4.020E-01    4.398E-03   -2.011E-03    4.430E-03    7.150E-04
    4.030E-01    4.508E-03   -1.883E-03    4.430E-03    7.178E-04
    4.040E-01    4.618E-03   -1.756E-03    4.430E-03    7.204E-04
    4.050E-01    4.728E-03   -1.631E-03    4.430E-03    7.228E-04
    4.060E-01    4.840E-03   -1.507E-03    4.431E-03    7.250E-04
    4.070E-01    4.952E-03   -1.384E-03    4.432E-03    7.270E-04
    4.080E-01    5.065E-03   -1.263E-03    4.434E-03    7.289E-04
    4.090E-01    5.179E-03   -1.143E-03    4.435E-03    7.304E-04
    4.100E-01    5.293E-03   -1.025E-03    4.437E-03    7.318E-04
    4.110E-01    5.411E-03   -9.075E-04    4.439E-03    7.330E-04
    4.120E-01    5.536E-03   -7.919E-04    4.442E-03    7.340E-04
    4.130E-01    5.667E-03   -6.777E-04    4.445E-03    7.348E-04
    4.140E-01    5.806E-03   -5.649E-04    4.448E-03    7.354E-04
    4.150E-01    5.951E-03   -4.535E-04    4.451E-03    7.358E-04
    4.160E-01    6.102E-03   -3.435E-04    4.455E-03    7.360E-04
    4.170E-01    6.261E-03   -2.349E-04    4.459E-03    7.360E-04
    4.180E-01    6.426E-03   -1.277E-04    4.463E-03    7.358E-04
    4.190E-01    6.598E-03   -2.187E-05    4.468E-03    7.354E-04
    4.200E-01    6.776E-03    8.252E-05    4.472E-03    7.347E-04
    4.210E-01    6.962E-03    1.855E-04    4.478E-03    7.340E-04
    4.220E-01    7.154E-03    2.871E-04    4.484E-03    7.330E-04
    4.230E-01    7.353E-03    3.873E-04    4.490E-03    7.318E-04
    4.240E-01    7.558E-03    4.861E-04    4.496E-03    7.303E-04
    4.250E-01    7.771E-03    5.836E-04    4.502E-03    7.287E-04
    4.260E-01    7.990E-03    6.782E-04    4.506E-03    7.266E-04
    4.270E-01    8.216E-03    7.702E-04    4.510E-03    7.244E-04
    4.280E-01    8.448E-03    8.593E-04    4.514E-03    7.218E-04
    4.290E-01    8.687E-03    9.456E-04    4.517E-03    7.190E-04
    4.300E-01    8.933E-03    1.029E-03    4.519E-03    7.159E-04
    4.310E-01    9.186E-03    1.110E-03    4.520E-03    7.124E-04
    4.320E-01    9.445E-03    1.188E-03    4.521E-03    7.088E-04
    4.330E-01    9.712E-03    1.263E-03    4.521E-03    7.049E-04
    4.340E-01    9.985E-03    1.336E-03    4.520E-03    7.005E-04
    4.350E-01    1.026E-02    1.405E-03    4.519E-03    6.960E-04
    4.360E-01    1.055E-02    1.472E-03    4.517E-03    6.912E-04
    4.370E-01    1.084E-02    1.537E-03    4.513E-03    6.861E-04
    4.380E-01    1.114E-02    1.598E-03    4.509E-03    6.807E-04
    4.390E-01    1.145E-02    1.657E-03    4.505E-03    6.750E-04
    4.400E-01    1.176E-02    1.713E-03    4.500E-03    6.691E-04
    4.410E-01    1.208E-02    1.766E-03    4.495E-03    6.630E-04
    4.420E-01    1.241E-02    1.816E-03    4.488E-03    6.565E-04
    4.430E-01    1.274E-02    1.864E-03    4.481E-03    6.497E-04
    4.440E-01    1.308E-02    1.908E-03    4.473E-03    6.427E-04
    4.450E-01    1.343E-02    1.951E-03    4.463E-03    6.354E-04
    4.460E-01    1.378E-02    1.990E-03    4.454E-03    6.278E-04
    4.470E-01    1.415E-02    2.026E-03    4.444E-03    6.200E-04
    4.480E-01    1.451E-02    2.060E-03    4.433E-03    6.120E-04
    4.490E-01    1.489E-02    2.091E-03    4.421E-03    6.036E-04
    4.500E-01    1.527E-02    2.119E-03    4.409E-03    5.951E-04
    4.510E-01    1.565E-02    2.145E-03    4.396E-03    5.857E-04
    4.520E-01    1.605E-02    2.167E-03    4.382E-03    5.762E-04
    4.530E-01    1.645E-02    2.187E-03    4.368E-03    5.666E-04
    4.540E-01    1.686E-02    2.204E-03    4.352E-03    5.568E-04
    4.550E-01    1.727E-02    2.219E-03    4.336E-03    5.468E-04
    4.560E-01    1.769E-02    2.230E-03    4.320E-03    5.367E-04
    4.570E-01    1.812E-02    2.239E-03    4.302E-03    5.264E-04
    4.580E-01    1.856E-02    2.245E-03    4.284E-03    5.160E-04
    4.590E-01    1.900E-02    2.249E-03    4.265E-03    5.054E-04
    4.600E-01    1.944E-02    2.249E-03    4.245E-03    4.947E-04
    4.610E-01    1.990E-02    2.247E-03    4.225E-03    4.839E-04
    4.620E-01    2.036E-02    2.242E-03    4.205E-03    4.730E-04
    4.630E-01    2.083E-02    2.234E-03    4.182E-03    4.618E-04
    4.640E-01    2.130E-02    2.223E-03    4.160E-03    4.506E-04
    4.650E-01    2.179E-02    2.210E-03    4.137E-03    4.393E-04
    4.660E-01    2.227E-02    2.194E-03    4.113E-03    4.278E-04
    4.670E-01    2.277E-02    2.175E-03    4.088E-03    4.162E-04
    4.680E-01    2.327E-02    2.154E-03    4.063E-03    4.045E-04
    4.690E-01    2.378E-02    2.129E-03    4.037E-03    3.927E-04
    4.700E-01    2.429E-02    2.102E-03    4.010E-03    3.808E-04
    4.710E-01    2.482E-02    2.072E-03    3.982E-03    3.688E-04
    4.720E-01    2.535E-02    2.039E-03    3.954E-03    3.567E-04
    4.730E-01    2.588E-02    2.004E-03    3.925E-03    3.445E-04
    4.740E-01    2.642E-02    1.966E-03    3.895E-03    3.322E-04
    4.750E-01    2.697E-02    1.925E-03    3.865E-03    3.199E-04
    4.760E-01    2.753E-02    1.881E-03    3.834E-03    3.075E-04
    4.770E-01    2.809E-02    1.834E-03    3.802E-03    2.949E-04
    4.780E-01    2.866E-02    1.785E-03    3.769E-03    2.823E-04
    4.790E-01    2.924E-02    1.733E-03    3.736E-03    2.697E-04
    4.800E-01    2.974E-02    1.678E-03    3.696E-03    2.568E-04
    4.810E-01    3.003E-02    1.621E-03    3.641E-03    2.434E-04
    4.820E-01    3.015E-02    1.560E-03    3.574E-03    2.296E-04
    4.830E-01    3.008E-02    1.497E-03    3.492E-03    2.155E-04
    4.840E-01    2.980E-02    1.431E-03    3.397E-03    2.011E-04
    4.850E-01    2.936E-02    1.362E-03    3.287E-03    1.864E-04
    4.860E-01    2.870E-02    1.291E-03    3.164E-03    1.716E-04
    4.870E-01    2.788E-02    1.217E-03    3.027E-03    1.566E-04
    4.880E-01    2.687E-02    1.140E-03    2.877E-03    1.417E-04
    4.890E-01    2.567E-02    1.060E-03    2.713E-03    1.268E-04
    4.900E-01    2.428E-02    9.776E-04    2.535E-03    1.120E-04
    4.910E-01    2.269E-02    8.922E-04    2.343E-03    9.745E-05
    4.920E-01    2.092E-02    8.042E-04    2.138E-03    8.322E-05
    4.930E-01    1.897E-02    7.133E-04    1.919E-03    6.938E-05
    4.940E-01    1.682E-02    6.197E-04    1.686E-03    5.609E-05
    4.950E-01    1.450E-02    5.234E-04    1.439E-03    4.348E-05
    4.960E-01    1.196E-02    4.243E-04    1.179E-03    3.173E-05
    4.970E-01    9.262E-03    3.223E-04    9.045E-04    2.105E-05
    4.980E-01    6.363E-03    2.177E-04    6.163E-04    1.176E-05
    4.990E-01    3.281E-03    1.103E-04    3.153E-04    4.357E-06
    5.000E-01    0.000E+00    0.000E+00    0.000E+00    0.000E+00

 The (FORTRAN) format used to read the second set of data should
be: 5E13.3.

    Radial            2           2            2           __
    position         U           V            W            UV
    0.000E+00    1.383E-03    7.681E-04    6.578E-04    0.000E+00
    1.000E-03    1.383E-03    7.676E-04    6.579E-04    2.050E-07
    2.000E-03    1.384E-03    7.672E-04    6.581E-04    4.100E-07
    3.000E-03    1.384E-03    7.669E-04    6.583E-04    6.150E-07
    4.000E-03    1.385E-03    7.666E-04    6.585E-04    8.200E-07
    5.000E-03    1.386E-03    7.664E-04    6.589E-04    1.025E-06
    6.000E-03    1.387E-03    7.662E-04    6.592E-04    1.230E-06
    7.000E-03    1.388E-03    7.661E-04    6.596E-04    1.435E-06
    8.000E-03    1.390E-03    7.660E-04    6.601E-04    1.640E-06
    9.000E-03    1.392E-03    7.660E-04    6.606E-04    1.845E-06
    1.000E-02    1.394E-03    7.661E-04    6.612E-04    2.060E-06
    1.100E-02    1.397E-03    7.662E-04    6.618E-04    2.705E-06
    1.200E-02    1.400E-03    7.664E-04    6.624E-04    3.350E-06
    1.300E-02    1.403E-03    7.666E-04    6.631E-04    3.995E-06
    1.400E-02    1.406E-03    7.669E-04    6.638E-04    4.640E-06
    1.500E-02    1.410E-03    7.673E-04    6.646E-04    5.285E-06
    1.600E-02    1.414E-03    7.677E-04    6.655E-04    5.930E-06
    1.700E-02    1.418E-03    7.682E-04    6.664E-04    6.575E-06
    1.800E-02    1.422E-03    7.687E-04    6.673E-04    7.220E-06
    1.900E-02    1.427E-03    7.693E-04    6.683E-04    7.865E-06
    2.000E-02    1.432E-03    7.700E-04    6.693E-04    8.510E-06
    2.100E-02    1.437E-03    7.707E-04    6.704E-04    9.593E-06
    2.200E-02    1.443E-03    7.715E-04    6.715E-04    1.067E-05
    2.300E-02    1.449E-03    7.723E-04    6.727E-04    1.175E-05
    2.400E-02    1.455E-03    7.732E-04    6.739E-04    1.283E-05
    2.500E-02    1.461E-03    7.742E-04    6.752E-04    1.391E-05
    2.600E-02    1.467E-03    7.752E-04    6.765E-04    1.499E-05
    2.700E-02    1.474E-03    7.762E-04    6.779E-04    1.607E-05
    2.800E-02    1.481E-03    7.774E-04    6.793E-04    1.715E-05
    2.900E-02    1.489E-03    7.785E-04    6.808E-04    1.823E-05
    3.000E-02    1.496E-03    7.798E-04    6.823E-04    1.931E-05
    3.100E-02    1.504E-03    7.811E-04    6.839E-04    2.083E-05
    3.200E-02    1.512E-03    7.825E-04    6.855E-04    2.235E-05
    3.300E-02    1.521E-03    7.839E-04    6.871E-04    2.387E-05
    3.400E-02    1.530E-03    7.854E-04    6.888E-04    2.539E-05
    3.500E-02    1.538E-03    7.869E-04    6.906E-04    2.691E-05
    3.600E-02    1.548E-03    7.885E-04    6.924E-04    2.843E-05
    3.700E-02    1.557E-03    7.902E-04    6.942E-04    2.995E-05
    3.800E-02    1.567E-03    7.919E-04    6.961E-04    3.147E-05
    3.900E-02    1.577E-03    7.937E-04    6.981E-04    3.299E-05
    4.000E-02    1.587E-03    7.955E-04    7.001E-04    3.451E-05
    4.100E-02    1.598E-03    7.974E-04    7.021E-04    3.645E-05
    4.200E-02    1.609E-03    7.994E-04    7.042E-04    3.841E-05
    4.300E-02    1.620E-03    8.014E-04    7.063E-04    4.037E-05
    4.400E-02    1.631E-03    8.035E-04    7.085E-04    4.233E-05
    4.500E-02    1.643E-03    8.056E-04    7.107E-04    4.429E-05
    4.600E-02    1.655E-03    8.078E-04    7.130E-04    4.625E-05
    4.700E-02    1.667E-03    8.100E-04    7.153E-04    4.821E-05
    4.800E-02    1.679E-03    8.123E-04    7.177E-04    5.017E-05
    4.900E-02    1.692E-03    8.147E-04    7.201E-04    5.213E-05
    5.000E-02    1.705E-03    8.171E-04    7.226E-04    5.416E-05
    5.100E-02    1.718E-03    8.196E-04    7.251E-04    5.632E-05
    5.200E-02    1.731E-03    8.220E-04    7.277E-04    5.851E-05
    5.300E-02    1.744E-03    8.244E-04    7.303E-04    6.073E-05
    5.400E-02    1.757E-03    8.268E-04    7.330E-04    6.297E-05
    5.500E-02    1.770E-03    8.292E-04    7.357E-04    6.524E-05
    5.600E-02    1.783E-03    8.315E-04    7.384E-04    6.754E-05
    5.700E-02    1.796E-03    8.338E-04    7.412E-04    6.987E-05
    5.800E-02    1.809E-03    8.361E-04    7.441E-04    7.223E-05
    5.900E-02    1.822E-03    8.384E-04    7.470E-04    7.461E-05
    6.000E-02    1.835E-03    8.406E-04    7.499E-04    7.702E-05
    6.100E-02    1.848E-03    8.428E-04    7.529E-04    7.946E-05
    6.200E-02    1.861E-03    8.450E-04    7.560E-04    8.193E-05
    6.300E-02    1.873E-03    8.472E-04    7.591E-04    8.442E-05
    6.400E-02    1.886E-03    8.494E-04    7.622E-04    8.694E-05
    6.500E-02    1.899E-03    8.515E-04    7.654E-04    8.949E-05
    6.600E-02    1.912E-03    8.536E-04    7.686E-04    9.207E-05
    6.700E-02    1.925E-03    8.557E-04    7.719E-04    9.467E-05
    6.800E-02    1.937E-03    8.577E-04    7.752E-04    9.730E-05
    6.900E-02    1.950E-03    8.598E-04    7.786E-04    9.996E-05
    7.000E-02    1.963E-03    8.618E-04    7.821E-04    1.026E-04
    7.100E-02    1.976E-03    8.638E-04    7.855E-04    1.054E-04
    7.200E-02    1.988E-03    8.658E-04    7.891E-04    1.081E-04
    7.300E-02    2.001E-03    8.677E-04    7.926E-04    1.109E-04
    7.400E-02    2.014E-03    8.696E-04    7.962E-04    1.137E-04
    7.500E-02    2.026E-03    8.715E-04    7.999E-04    1.165E-04
    7.600E-02    2.039E-03    8.734E-04    8.036E-04    1.193E-04
    7.700E-02    2.051E-03    8.753E-04    8.074E-04    1.222E-04
    7.800E-02    2.064E-03    8.771E-04    8.112E-04    1.251E-04
    7.900E-02    2.076E-03    8.789E-04    8.151E-04    1.281E-04
    8.000E-02    2.089E-03    8.807E-04    8.190E-04    1.310E-04
    8.100E-02    2.102E-03    8.825E-04    8.229E-04    1.340E-04
    8.200E-02    2.114E-03    8.842E-04    8.269E-04    1.370E-04
    8.300E-02    2.126E-03    8.860E-04    8.310E-04    1.401E-04
    8.400E-02    2.139E-03    8.877E-04    8.351E-04    1.432E-04
    8.500E-02    2.151E-03    8.893E-04    8.392E-04    1.463E-04
    8.600E-02    2.164E-03    8.910E-04    8.434E-04    1.494E-04
    8.700E-02    2.176E-03    8.926E-04    8.476E-04    1.525E-04
    8.800E-02    2.189E-03    8.942E-04    8.519E-04    1.557E-04
    8.900E-02    2.201E-03    8.958E-04    8.563E-04    1.589E-04
    9.000E-02    2.213E-03    8.974E-04    8.607E-04    1.622E-04
    9.100E-02    2.226E-03    8.989E-04    8.651E-04    1.654E-04
    9.200E-02    2.238E-03    9.004E-04    8.696E-04    1.687E-04
    9.300E-02    2.250E-03    9.019E-04    8.741E-04    1.721E-04
    9.400E-02    2.262E-03    9.034E-04    8.787E-04    1.754E-04
    9.500E-02    2.275E-03    9.048E-04    8.833E-04    1.788E-04
    9.600E-02    2.287E-03    9.063E-04    8.880E-04    1.822E-04
    9.700E-02    2.299E-03    9.077E-04    8.927E-04    1.856E-04
    9.800E-02    2.311E-03    9.091E-04    8.975E-04    1.891E-04
    9.900E-02    2.323E-03    9.104E-04    9.023E-04    1.926E-04
    1.000E-01    2.335E-03    9.118E-04    9.072E-04    1.961E-04
    1.010E-01    2.348E-03    9.131E-04    9.121E-04    1.996E-04
    1.020E-01    2.360E-03    9.146E-04    9.172E-04    2.032E-04
    1.030E-01    2.373E-03    9.161E-04    9.225E-04    2.069E-04
    1.040E-01    2.386E-03    9.178E-04    9.279E-04    2.106E-04
    1.050E-01    2.399E-03    9.195E-04    9.334E-04    2.143E-04
    1.060E-01    2.412E-03    9.213E-04    9.391E-04    2.181E-04
    1.070E-01    2.426E-03    9.232E-04    9.450E-04    2.219E-04
    1.080E-01    2.440E-03    9.251E-04    9.510E-04    2.258E-04
    1.090E-01    2.454E-03    9.272E-04    9.571E-04    2.297E-04
    1.100E-01    2.469E-03    9.294E-04    9.634E-04    2.336E-04
    1.110E-01    2.483E-03    9.316E-04    9.698E-04    2.376E-04
    1.120E-01    2.498E-03    9.339E-04    9.764E-04    2.417E-04
    1.130E-01    2.513E-03    9.363E-04    9.831E-04    2.458E-04
    1.140E-01    2.528E-03    9.388E-04    9.900E-04    2.499E-04
    1.150E-01    2.544E-03    9.414E-04    9.970E-04    2.541E-04
    1.160E-01    2.560E-03    9.441E-04    1.004E-03    2.583E-04
    1.170E-01    2.576E-03    9.468E-04    1.011E-03    2.626E-04
    1.180E-01    2.592E-03    9.497E-04    1.019E-03    2.669E-04
    1.190E-01    2.609E-03    9.526E-04    1.027E-03    2.713E-04
    1.200E-01    2.625E-03    9.556E-04    1.034E-03    2.757E-04
    1.210E-01    2.642E-03    9.587E-04    1.042E-03    2.801E-04
    1.220E-01    2.660E-03    9.619E-04    1.050E-03    2.846E-04
    1.230E-01    2.677E-03    9.652E-04    1.058E-03    2.892E-04
    1.240E-01    2.695E-03    9.686E-04    1.067E-03    2.938E-04
    1.250E-01    2.713E-03    9.720E-04    1.075E-03    2.984E-04
    1.260E-01    2.731E-03    9.756E-04    1.084E-03    3.031E-04
    1.270E-01    2.749E-03    9.792E-04    1.093E-03    3.078E-04
    1.280E-01    2.768E-03    9.829E-04    1.102E-03    3.126E-04
    1.290E-01    2.787E-03    9.867E-04    1.111E-03    3.174E-04
    1.300E-01    2.806E-03    9.906E-04    1.120E-03    3.222E-04
    1.310E-01    2.825E-03    9.946E-04    1.129E-03    3.271E-04
    1.320E-01    2.845E-03    9.986E-04    1.139E-03    3.321E-04
    1.330E-01    2.864E-03    1.003E-03    1.148E-03    3.371E-04
    1.340E-01    2.885E-03    1.007E-03    1.158E-03    3.421E-04
    1.350E-01    2.905E-03    1.011E-03    1.168E-03    3.472E-04
    1.360E-01    2.925E-03    1.016E-03    1.178E-03    3.523E-04
    1.370E-01    2.946E-03    1.020E-03    1.188E-03    3.575E-04
    1.380E-01    2.967E-03    1.025E-03    1.199E-03    3.627E-04
    1.390E-01    2.988E-03    1.030E-03    1.209E-03    3.680E-04
    1.400E-01    3.010E-03    1.034E-03    1.220E-03    3.733E-04
    1.410E-01    3.032E-03    1.039E-03    1.231E-03    3.787E-04
    1.420E-01    3.054E-03    1.044E-03    1.242E-03    3.841E-04
    1.430E-01    3.076E-03    1.049E-03    1.253E-03    3.895E-04
    1.440E-01    3.098E-03    1.054E-03    1.264E-03    3.950E-04
    1.450E-01    3.121E-03    1.059E-03    1.276E-03    4.005E-04
    1.460E-01    3.144E-03    1.065E-03    1.287E-03    4.061E-04
    1.470E-01    3.167E-03    1.070E-03    1.299E-03    4.117E-04
    1.480E-01    3.190E-03    1.075E-03    1.311E-03    4.174E-04
    1.490E-01    3.214E-03    1.081E-03    1.323E-03    4.231E-04
    1.500E-01    3.238E-03    1.087E-03    1.335E-03    4.289E-04
    1.510E-01    3.262E-03    1.092E-03    1.347E-03    4.347E-04
    1.520E-01    3.286E-03    1.098E-03    1.360E-03    4.406E-04
    1.530E-01    3.311E-03    1.104E-03    1.372E-03    4.465E-04
    1.540E-01    3.335E-03    1.110E-03    1.385E-03    4.524E-04
    1.550E-01    3.360E-03    1.116E-03    1.398E-03    4.584E-04
    1.560E-01    3.386E-03    1.122E-03    1.411E-03    4.644E-04
    1.570E-01    3.411E-03    1.128E-03    1.424E-03    4.705E-04
    1.580E-01    3.437E-03    1.135E-03    1.438E-03    4.766E-04
    1.590E-01    3.463E-03    1.141E-03    1.451E-03    4.828E-04
    1.600E-01    3.489E-03    1.148E-03    1.465E-03    4.890E-04
    1.610E-01    3.515E-03    1.154E-03    1.478E-03    4.953E-04
    1.620E-01    3.542E-03    1.161E-03    1.492E-03    5.016E-04
    1.630E-01    3.569E-03    1.168E-03    1.506E-03    5.079E-04
    1.640E-01    3.596E-03    1.174E-03    1.521E-03    5.143E-04
    1.650E-01    3.624E-03    1.181E-03    1.535E-03    5.207E-04
